"","X","yearID","lgID","teamID","franchID","Rank","G","R","AB","H","HR"
"2359",2359,2001,"AL","DET","DET",4,162,724,5537,1439,139
"2360",2360,2001,"AL","KCA","KCR",5,162,729,5643,1503,152
"2361",2361,2001,"AL","NYA","NYY",1,161,804,5577,1488,203
"2362",2362,2001,"AL","BOS","BOS",2,161,772,5605,1493,198
"2363",2363,2001,"AL","TOR","TOR",3,162,767,5663,1489,195
"2364",2364,2001,"AL","BAL","BAL",4,162,687,5472,1359,136
"2365",2365,2001,"AL","TBA","TBD",5,162,672,5524,1426,121
"2366",2366,2001,"AL","SEA","SEA",1,162,927,5680,1637,169
"2367",2367,2001,"AL","OAK","OAK",2,162,884,5573,1469,199
"2368",2368,2001,"AL","ANA","ANA",3,162,691,5551,1447,158
"2369",2369,2001,"AL","TEX","TEX",4,162,890,5685,1566,246
"2370",2370,2001,"NL","HOU","HOU",1,162,847,5528,1500,208
"2371",2371,2001,"NL","SLN","STL",2,162,814,5450,1469,199
"2372",2372,2001,"NL","CHN","CHC",3,162,777,5406,1409,194
"2373",2373,2001,"NL","MIL","MIL",4,162,740,5488,1378,209
"2374",2374,2001,"NL","CIN","CIN",5,162,735,5583,1464,176
"2375",2375,2001,"NL","PIT","PIT",6,162,657,5398,1333,161
"2376",2376,2001,"NL","ATL","ATL",1,162,729,5498,1432,174
"2377",2377,2001,"NL","PHI","PHI",2,162,746,5497,1431,164
"2378",2378,2001,"NL","NYN","NYM",3,162,642,5459,1361,147
"2379",2379,2001,"NL","FLO","FLA",4,162,742,5542,1461,166
"2380",2380,2001,"NL","MON","WSN",5,162,670,5379,1361,131
"2381",2381,2001,"NL","ARI","ARI",1,162,818,5595,1494,208
"2382",2382,2001,"NL","SFN","SFG",2,162,799,5612,1493,235
"2383",2383,2001,"NL","LAN","LAD",3,162,758,5493,1399,206
"2384",2384,2001,"NL","SDN","SDP",4,162,789,5482,1379,161
"2385",2385,2001,"NL","COL","COL",5,162,923,5690,1663,213
"2386",2386,2002,"AL","MIN","MIN",1,161,768,5582,1518,167
"2387",2387,2002,"AL","CHA","CHW",2,162,856,5502,1475,217
"2388",2388,2002,"AL","CLE","CLE",3,162,739,5423,1349,192
"2389",2389,2002,"AL","KCA","KCR",4,162,737,5535,1415,140
"2390",2390,2002,"AL","DET","DET",5,161,575,5406,1340,124
"2391",2391,2002,"AL","NYA","NYY",1,161,897,5601,1540,223
"2392",2392,2002,"AL","BOS","BOS",2,162,859,5640,1560,177
"2393",2393,2002,"AL","TOR","TOR",3,162,813,5581,1457,187
"2394",2394,2002,"AL","BAL","BAL",4,162,667,5491,1353,165
"2395",2395,2002,"AL","TBA","TBD",5,161,673,5604,1418,133
"2396",2396,2002,"AL","OAK","OAK",1,162,800,5558,1450,205
"2397",2397,2002,"AL","ANA","ANA",2,162,851,5678,1603,152
"2398",2398,2002,"AL","SEA","SEA",3,162,814,5569,1531,152
"2399",2399,2002,"AL","TEX","TEX",4,162,843,5618,1510,230
"2400",2400,2002,"NL","SLN","STL",1,162,787,5505,1475,175
"2401",2401,2002,"NL","HOU","HOU",2,162,749,5503,1441,167
"2402",2402,2002,"NL","CIN","CIN",3,162,709,5470,1386,169
"2403",2403,2002,"NL","PIT","PIT",4,161,641,5330,1300,142
"2404",2404,2002,"NL","CHN","CHC",5,162,706,5496,1351,200
"2405",2405,2002,"NL","MIL","MIL",6,162,627,5415,1369,139
"2406",2406,2002,"NL","ATL","ATL",1,161,708,5495,1428,164
"2407",2407,2002,"NL","MON","WSN",2,162,735,5479,1432,162
"2408",2408,2002,"NL","PHI","PHI",3,161,710,5523,1428,165
"2409",2409,2002,"NL","FLO","FLA",4,162,699,5496,1433,146
"2410",2410,2002,"NL","NYN","NYM",5,161,690,5496,1409,160
"2411",2411,2002,"NL","ARI","ARI",1,162,819,5508,1471,165
"2412",2412,2002,"NL","SFN","SFG",2,162,783,5497,1465,198
"2413",2413,2002,"NL","LAN","LAD",3,162,713,5554,1464,155
"2414",2414,2002,"NL","COL","COL",4,162,778,5512,1508,152
"2415",2415,2002,"NL","SDN","SDP",5,162,662,5515,1393,136
"2416",2416,2003,"AL","MIN","MIN",1,162,801,5655,1567,155
"2417",2417,2003,"AL","CHA","CHW",2,162,791,5487,1445,220
"2418",2418,2003,"AL","KCA","KCR",3,162,836,5568,1526,162
"2419",2419,2003,"AL","CLE","CLE",4,162,699,5572,1413,158
"2420",2420,2003,"AL","DET","DET",5,162,591,5466,1312,153
"2421",2421,2003,"AL","NYA","NYY",1,163,877,5605,1518,230
"2422",2422,2003,"AL","BOS","BOS",2,162,961,5769,1667,238
"2423",2423,2003,"AL","TOR","TOR",3,162,894,5661,1580,190
"2424",2424,2003,"AL","BAL","BAL",4,163,743,5665,1516,152
"2425",2425,2003,"AL","TBA","TBD",5,162,715,5654,1501,137
"2426",2426,2003,"AL","OAK","OAK",1,162,768,5497,1398,176
"2427",2427,2003,"AL","SEA","SEA",2,162,795,5561,1509,139
"2428",2428,2003,"AL","ANA","ANA",3,162,736,5487,1473,150
"2429",2429,2003,"AL","TEX","TEX",4,162,826,5664,1506,239
"2430",2430,2003,"NL","CHN","CHC",1,162,724,5519,1431,172
"2431",2431,2003,"NL","HOU","HOU",2,162,805,5583,1466,191
"2432",2432,2003,"NL","SLN","STL",3,162,876,5672,1580,196
"2433",2433,2003,"NL","PIT","PIT",4,162,753,5581,1492,163
"2434",2434,2003,"NL","CIN","CIN",5,162,694,5509,1349,182
"2435",2435,2003,"NL","MIL","MIL",6,162,714,5548,1423,196
"2436",2436,2003,"NL","ATL","ATL",1,162,907,5670,1608,235
"2437",2437,2003,"NL","FLO","FLA",2,162,751,5490,1459,157
"2438",2438,2003,"NL","PHI","PHI",3,162,791,5543,1448,166
"2439",2439,2003,"NL","MON","WSN",4,162,711,5437,1404,144
"2440",2440,2003,"NL","NYN","NYM",5,161,642,5341,1317,124
"2441",2441,2003,"NL","SFN","SFG",1,161,755,5456,1440,180
"2442",2442,2003,"NL","LAN","LAD",2,162,574,5458,1328,124
"2443",2443,2003,"NL","ARI","ARI",3,162,717,5570,1467,152
"2444",2444,2003,"NL","COL","COL",4,162,853,5518,1472,198
"2445",2445,2003,"NL","SDN","SDP",5,162,678,5531,1442,128
"2446",2446,2004,"AL","MIN","MIN",1,162,780,5623,1494,191
"2447",2447,2004,"AL","CHA","CHW",2,162,865,5534,1481,242
"2448",2448,2004,"AL","CLE","CLE",3,162,858,5676,1565,184
"2449",2449,2004,"AL","DET","DET",4,162,827,5623,1531,201
"2450",2450,2004,"AL","KCA","KCR",5,162,720,5538,1432,150
"2451",2451,2004,"AL","NYA","NYY",1,162,897,5527,1483,242
"2452",2452,2004,"AL","BOS","BOS",2,162,949,5720,1613,222
"2453",2453,2004,"AL","BAL","BAL",3,162,842,5736,1614,169
"2454",2454,2004,"AL","TBA","TBD",4,161,714,5483,1416,145
"2455",2455,2004,"AL","TOR","TOR",5,161,719,5531,1438,145
"2456",2456,2004,"AL","ANA","ANA",1,162,836,5675,1603,162
"2457",2457,2004,"AL","OAK","OAK",2,162,793,5728,1545,189
"2458",2458,2004,"AL","TEX","TEX",3,162,860,5615,1492,227
"2459",2459,2004,"AL","SEA","SEA",4,162,698,5722,1544,136
"2460",2460,2004,"NL","SLN","STL",1,162,855,5555,1544,214
"2461",2461,2004,"NL","HOU","HOU",2,162,803,5468,1458,187
"2462",2462,2004,"NL","CHN","CHC",3,162,789,5628,1508,235
"2463",2463,2004,"NL","CIN","CIN",4,162,750,5518,1380,194
"2464",2464,2004,"NL","PIT","PIT",5,161,680,5483,1428,142
"2465",2465,2004,"NL","MIL","MIL",6,161,634,5483,1358,135
"2466",2466,2004,"NL","ATL","ATL",1,162,803,5570,1503,178
"2467",2467,2004,"NL","PHI","PHI",2,162,840,5643,1505,215
"2468",2468,2004,"NL","FLO","FLA",3,162,718,5486,1447,148
"2469",2469,2004,"NL","NYN","NYM",4,162,684,5532,1376,185
"2470",2470,2004,"NL","MON","WSN",5,162,635,5474,1361,151
"2471",2471,2004,"NL","LAN","LAD",1,162,761,5542,1450,203
"2472",2472,2004,"NL","SFN","SFG",2,162,850,5546,1500,183
"2473",2473,2004,"NL","SDN","SDP",3,162,768,5573,1521,139
"2474",2474,2004,"NL","COL","COL",4,162,833,5577,1531,202
"2475",2475,2004,"NL","ARI","ARI",5,162,615,5544,1401,135
"2476",2476,2005,"AL","CHA","CHW",1,162,741,5529,1450,200
"2477",2477,2005,"AL","CLE","CLE",2,162,790,5609,1522,207
"2478",2478,2005,"AL","MIN","MIN",3,162,688,5564,1441,134
"2479",2479,2005,"AL","DET","DET",4,162,723,5602,1521,168
"2480",2480,2005,"AL","KCA","KCR",5,162,701,5503,1445,126
"2481",2481,2005,"AL","NYA","NYY",1,162,886,5624,1552,229
"2482",2482,2005,"AL","BOS","BOS",2,162,910,5626,1579,199
"2483",2483,2005,"AL","TOR","TOR",3,162,775,5581,1480,136
"2484",2484,2005,"AL","BAL","BAL",4,162,729,5551,1492,189
"2485",2485,2005,"AL","TBA","TBD",5,162,750,5552,1519,157
"2486",2486,2005,"AL","LAA","ANA",1,162,761,5624,1520,147
"2487",2487,2005,"AL","OAK","OAK",2,162,772,5627,1476,155
"2488",2488,2005,"AL","TEX","TEX",3,162,865,5716,1528,260
"2489",2489,2005,"AL","SEA","SEA",4,162,699,5507,1408,130
"2490",2490,2005,"NL","SLN","STL",1,162,805,5538,1494,170
"2491",2491,2005,"NL","HOU","HOU",2,163,693,5462,1400,161
"2492",2492,2005,"NL","MIL","MIL",3,162,726,5448,1413,175
"2493",2493,2005,"NL","CHN","CHC",4,162,703,5584,1506,194
"2494",2494,2005,"NL","CIN","CIN",5,163,820,5565,1453,222
"2495",2495,2005,"NL","PIT","PIT",6,162,680,5573,1445,139
"2496",2496,2005,"NL","ATL","ATL",1,162,769,5486,1453,184
"2497",2497,2005,"NL","PHI","PHI",2,162,807,5542,1494,167
"2498",2498,2005,"NL","FLO","FLA",3,162,717,5502,1499,128
"2499",2499,2005,"NL","NYN","NYM",3,162,722,5505,1421,175
"2500",2500,2005,"NL","WAS","WSN",5,162,639,5426,1367,117
"2501",2501,2005,"NL","SDN","SDP",1,162,684,5502,1416,130
"2502",2502,2005,"NL","ARI","ARI",2,162,696,5550,1419,191
"2503",2503,2005,"NL","SFN","SFG",3,162,649,5462,1427,128
"2504",2504,2005,"NL","LAN","LAD",4,162,685,5433,1374,149
"2505",2505,2005,"NL","COL","COL",5,162,740,5542,1477,150
"2506",2506,2006,"AL","MIN","MIN",1,162,801,5602,1608,143
"2507",2507,2006,"AL","DET","DET",2,162,822,5642,1548,203
"2508",2508,2006,"AL","CHA","CHW",3,162,868,5657,1586,236
"2509",2509,2006,"AL","CLE","CLE",4,162,870,5619,1576,196
"2510",2510,2006,"AL","KCA","KCR",5,162,757,5589,1515,124
"2511",2511,2006,"AL","NYA","NYY",1,162,930,5651,1608,210
"2512",2512,2006,"AL","TOR","TOR",2,162,809,5596,1591,199
"2513",2513,2006,"AL","BOS","BOS",3,162,820,5619,1510,192
"2514",2514,2006,"AL","BAL","BAL",4,162,768,5610,1556,164
"2515",2515,2006,"AL","TBA","TBD",5,162,689,5474,1395,190
"2516",2516,2006,"AL","OAK","OAK",1,162,771,5500,1429,175
"2517",2517,2006,"AL","LAA","ANA",2,162,766,5609,1539,159
"2518",2518,2006,"AL","TEX","TEX",3,162,835,5659,1571,183
"2519",2519,2006,"AL","SEA","SEA",4,162,756,5670,1540,172
"2520",2520,2006,"NL","SLN","STL",1,161,781,5522,1484,184
"2521",2521,2006,"NL","HOU","HOU",2,162,735,5521,1407,174
"2522",2522,2006,"NL","CIN","CIN",3,162,749,5515,1419,217
"2523",2523,2006,"NL","MIL","MIL",4,162,730,5433,1400,180
"2524",2524,2006,"NL","PIT","PIT",5,162,691,5558,1462,141
"2525",2525,2006,"NL","CHN","CHC",6,162,716,5587,1496,166
"2526",2526,2006,"NL","NYN","NYM",1,162,834,5558,1469,200
"2527",2527,2006,"NL","PHI","PHI",2,162,865,5687,1518,216
"2528",2528,2006,"NL","ATL","ATL",3,162,849,5583,1510,222
"2529",2529,2006,"NL","FLO","FLA",4,162,758,5502,1454,182
"2530",2530,2006,"NL","WAS","WSN",5,162,746,5495,1437,164
"2531",2531,2006,"NL","SDN","SDP",1,162,731,5576,1465,161
"2532",2532,2006,"NL","LAN","LAD",2,162,820,5628,1552,153
"2533",2533,2006,"NL","SFN","SFG",3,161,746,5472,1418,163
"2534",2534,2006,"NL","ARI","ARI",4,162,773,5645,1506,160
"2535",2535,2006,"NL","COL","COL",4,162,813,5562,1504,157
"2536",2536,2007,"AL","CLE","CLE",1,162,811,5604,1504,178
"2537",2537,2007,"AL","DET","DET",2,162,887,5757,1652,177
"2538",2538,2007,"AL","MIN","MIN",3,162,718,5522,1460,118
"2539",2539,2007,"AL","CHA","CHW",4,162,693,5441,1341,190
"2540",2540,2007,"AL","KCA","KCR",5,162,706,5534,1447,102
"2541",2541,2007,"AL","BOS","BOS",1,162,867,5589,1561,166
"2542",2542,2007,"AL","NYA","NYY",2,162,968,5717,1656,201
"2543",2543,2007,"AL","TOR","TOR",3,162,753,5536,1434,165
"2544",2544,2007,"AL","BAL","BAL",4,162,756,5631,1529,142
"2545",2545,2007,"AL","TBA","TBD",5,162,782,5593,1500,187
"2546",2546,2007,"AL","LAA","ANA",1,162,822,5554,1578,123
"2547",2547,2007,"AL","SEA","SEA",2,162,794,5684,1629,153
"2548",2548,2007,"AL","OAK","OAK",3,162,741,5577,1430,171
"2549",2549,2007,"AL","TEX","TEX",4,162,816,5555,1460,179
"2550",2550,2007,"NL","CHN","CHC",1,162,752,5643,1530,151
"2551",2551,2007,"NL","MIL","MIL",2,162,801,5554,1455,231
"2552",2552,2007,"NL","SLN","STL",3,162,725,5529,1513,141
"2553",2553,2007,"NL","HOU","HOU",4,162,723,5605,1457,167
"2554",2554,2007,"NL","CIN","CIN",5,162,783,5607,1496,204
"2555",2555,2007,"NL","PIT","PIT",6,162,724,5569,1463,148
"2556",2556,2007,"NL","PHI","PHI",1,162,892,5688,1558,213
"2557",2557,2007,"NL","NYN","NYM",2,162,804,5605,1543,177
"2558",2558,2007,"NL","ATL","ATL",3,162,810,5689,1562,176
"2559",2559,2007,"NL","WAS","WSN",4,162,673,5520,1415,123
"2560",2560,2007,"NL","FLO","FLA",5,162,790,5627,1504,201
"2561",2561,2007,"NL","ARI","ARI",1,162,712,5398,1350,171
"2562",2562,2007,"NL","COL","COL",2,163,860,5691,1591,171
"2563",2563,2007,"NL","SDN","SDP",3,163,741,5612,1408,171
"2564",2564,2007,"NL","LAN","LAD",4,162,735,5613,1544,129
"2565",2565,2007,"NL","SFN","SFG",5,162,683,5538,1407,131
"2566",2566,2008,"AL","CHA","CHW",1,163,811,5553,1458,235
"2567",2567,2008,"AL","MIN","MIN",2,163,829,5641,1572,111
"2568",2568,2008,"AL","CLE","CLE",3,162,805,5543,1455,171
"2569",2569,2008,"AL","KCA","KCR",4,162,691,5608,1507,120
"2570",2570,2008,"AL","DET","DET",5,162,821,5641,1529,200
"2571",2571,2008,"AL","TBA","TBD",1,162,774,5541,1443,180
"2572",2572,2008,"AL","BOS","BOS",2,162,845,5596,1565,173
"2573",2573,2008,"AL","NYA","NYY",3,162,789,5572,1512,180
"2574",2574,2008,"AL","TOR","TOR",4,162,714,5503,1453,126
"2575",2575,2008,"AL","BAL","BAL",5,161,782,5559,1486,172
"2576",2576,2008,"AL","LAA","ANA",1,162,765,5540,1486,159
"2577",2577,2008,"AL","TEX","TEX",2,162,901,5728,1619,194
"2578",2578,2008,"AL","OAK","OAK",3,161,646,5451,1318,125
"2579",2579,2008,"AL","SEA","SEA",4,162,671,5643,1498,124
"2580",2580,2008,"NL","CHN","CHC",1,161,855,5588,1552,184
"2581",2581,2008,"NL","MIL","MIL",2,162,750,5535,1398,198
"2582",2582,2008,"NL","HOU","HOU",3,161,712,5451,1432,167
"2583",2583,2008,"NL","SLN","STL",4,162,779,5636,1585,174
"2584",2584,2008,"NL","CIN","CIN",5,162,704,5465,1351,187
"2585",2585,2008,"NL","PIT","PIT",6,162,735,5628,1454,153
"2586",2586,2008,"NL","PHI","PHI",1,162,799,5509,1407,214
"2587",2587,2008,"NL","NYN","NYM",2,162,799,5606,1491,172
"2588",2588,2008,"NL","FLO","FLA",3,161,770,5499,1397,208
"2589",2589,2008,"NL","ATL","ATL",4,162,753,5604,1514,130
"2590",2590,2008,"NL","WAS","WSN",5,161,641,5491,1376,117
"2591",2591,2008,"NL","LAN","LAD",1,162,700,5506,1455,137
"2592",2592,2008,"NL","ARI","ARI",2,162,720,5409,1355,159
"2593",2593,2008,"NL","COL","COL",3,162,747,5557,1462,160
"2594",2594,2008,"NL","SFN","SFG",4,162,640,5543,1452,94
"2595",2595,2008,"NL","SDN","SDP",5,162,637,5568,1390,154
"2596",2596,2009,"AL","MIN","MIN",1,163,817,5608,1539,172
"2597",2597,2009,"AL","DET","DET",2,163,743,5540,1443,183
"2598",2598,2009,"AL","CHA","CHW",3,162,724,5463,1410,184
"2599",2599,2009,"AL","CLE","CLE",4,162,773,5568,1468,161
"2600",2600,2009,"AL","KCA","KCR",4,162,686,5532,1432,144
"2601",2601,2009,"AL","NYA","NYY",1,162,915,5660,1604,244
"2602",2602,2009,"AL","BOS","BOS",2,162,872,5543,1495,212
"2603",2603,2009,"AL","TBA","TBD",3,162,803,5462,1434,199
"2604",2604,2009,"AL","TOR","TOR",4,162,798,5696,1516,209
"2605",2605,2009,"AL","BAL","BAL",5,162,741,5618,1508,160
"2606",2606,2009,"AL","LAA","ANA",1,162,883,5622,1604,173
"2607",2607,2009,"AL","TEX","TEX",2,162,784,5526,1436,224
"2608",2608,2009,"AL","SEA","SEA",3,162,640,5543,1430,160
"2609",2609,2009,"AL","OAK","OAK",4,162,759,5584,1464,135
"2610",2610,2009,"NL","SLN","STL",1,162,730,5465,1436,160
"2611",2611,2009,"NL","CHN","CHC",2,161,707,5486,1398,161
"2612",2612,2009,"NL","MIL","MIL",3,162,785,5510,1447,182
"2613",2613,2009,"NL","CIN","CIN",4,162,673,5462,1349,158
"2614",2614,2009,"NL","HOU","HOU",5,162,643,5436,1415,142
"2615",2615,2009,"NL","PIT","PIT",6,161,636,5417,1364,125
"2616",2616,2009,"NL","PHI","PHI",1,162,820,5578,1439,224
"2617",2617,2009,"NL","FLO","FLA",2,162,772,5572,1493,159
"2618",2618,2009,"NL","ATL","ATL",3,162,735,5539,1459,149
"2619",2619,2009,"NL","NYN","NYM",4,162,671,5453,1472,95
"2620",2620,2009,"NL","WAS","WSN",5,162,710,5493,1416,156
"2621",2621,2009,"NL","LAN","LAD",1,162,780,5592,1511,145
"2622",2622,2009,"NL","COL","COL",2,162,804,5398,1408,190
"2623",2623,2009,"NL","SFN","SFG",3,162,657,5493,1411,122
"2624",2624,2009,"NL","SDN","SDP",4,162,638,5425,1315,141
"2625",2625,2009,"NL","ARI","ARI",5,162,720,5565,1408,173
"2626",2626,2010,"AL","MIN","MIN",1,162,781,5568,1521,142
"2627",2627,2010,"AL","CHA","CHW",2,162,752,5484,1467,177
"2628",2628,2010,"AL","DET","DET",3,162,751,5643,1515,152
"2629",2629,2010,"AL","CLE","CLE",4,162,646,5487,1362,128
"2630",2630,2010,"AL","KCA","KCR",5,162,676,5604,1534,121
"2631",2631,2010,"AL","TBA","TBD",1,162,802,5439,1343,160
"2632",2632,2010,"AL","NYA","NYY",2,162,859,5567,1485,201
"2633",2633,2010,"AL","BOS","BOS",3,162,818,5646,1511,211
"2634",2634,2010,"AL","TOR","TOR",4,162,755,5495,1364,257
"2635",2635,2010,"AL","BAL","BAL",5,162,613,5554,1440,133
"2636",2636,2010,"AL","TEX","TEX",1,162,787,5635,1556,162
"2637",2637,2010,"AL","OAK","OAK",2,162,663,5448,1396,109
"2638",2638,2010,"AL","LAA","ANA",3,162,681,5488,1363,155
"2639",2639,2010,"AL","SEA","SEA",4,162,513,5409,1274,101
"2640",2640,2010,"NL","CIN","CIN",1,162,790,5579,1515,188
"2641",2641,2010,"NL","SLN","STL",2,162,736,5542,1456,150
"2642",2642,2010,"NL","MIL","MIL",3,162,750,5606,1471,182
"2643",2643,2010,"NL","HOU","HOU",4,162,611,5452,1348,108
"2644",2644,2010,"NL","CHN","CHC",5,162,685,5512,1414,149
"2645",2645,2010,"NL","PIT","PIT",6,162,587,5386,1303,126
"2646",2646,2010,"NL","PHI","PHI",1,162,772,5581,1451,166
"2647",2647,2010,"NL","ATL","ATL",2,162,738,5463,1411,139
"2648",2648,2010,"NL","FLO","FLA",3,162,719,5531,1403,152
"2649",2649,2010,"NL","NYN","NYM",4,162,656,5465,1361,128
"2650",2650,2010,"NL","WAS","WSN",5,162,655,5418,1355,149
"2651",2651,2010,"NL","SFN","SFG",1,162,697,5488,1411,162
"2652",2652,2010,"NL","SDN","SDP",2,162,665,5434,1338,132
"2653",2653,2010,"NL","COL","COL",3,162,770,5530,1452,173
"2654",2654,2010,"NL","LAN","LAD",4,162,667,5426,1368,120
"2655",2655,2010,"NL","ARI","ARI",5,162,713,5473,1366,180
"2656",2656,2011,"AL","DET","DET",1,162,787,5563,1540,169
"2657",2657,2011,"AL","CLE","CLE",2,162,704,5509,1380,154
"2658",2658,2011,"AL","CHA","CHW",3,162,654,5502,1387,154
"2659",2659,2011,"AL","KCA","KCR",4,162,730,5672,1560,129
"2660",2660,2011,"AL","MIN","MIN",5,162,619,5487,1357,103
"2661",2661,2011,"AL","NYA","NYY",1,162,867,5518,1452,222
"2662",2662,2011,"AL","TBA","TBD",2,162,707,5436,1324,172
"2663",2663,2011,"AL","BOS","BOS",3,162,875,5710,1600,203
"2664",2664,2011,"AL","TOR","TOR",4,162,743,5559,1384,186
"2665",2665,2011,"AL","BAL","BAL",5,162,708,5585,1434,191
"2666",2666,2011,"AL","TEX","TEX",1,162,855,5659,1599,210
"2667",2667,2011,"AL","LAA","ANA",2,162,667,5513,1394,155
"2668",2668,2011,"AL","OAK","OAK",3,162,645,5452,1330,114
"2669",2669,2011,"AL","SEA","SEA",4,162,556,5421,1263,109
"2670",2670,2011,"NL","MIL","MIL",1,162,721,5447,1422,185
"2671",2671,2011,"NL","SLN","STL",2,162,762,5532,1513,162
"2672",2672,2011,"NL","CIN","CIN",3,162,735,5612,1438,183
"2673",2673,2011,"NL","PIT","PIT",4,162,610,5421,1325,107
"2674",2674,2011,"NL","CHN","CHC",5,162,654,5549,1423,148
"2675",2675,2011,"NL","HOU","HOU",6,162,615,5598,1442,95
"2676",2676,2011,"NL","PHI","PHI",1,162,713,5579,1409,153
"2677",2677,2011,"NL","ATL","ATL",2,162,641,5528,1345,173
"2678",2678,2011,"NL","WAS","WSN",3,161,624,5441,1319,154
"2679",2679,2011,"NL","NYN","NYM",4,162,718,5600,1477,108
"2680",2680,2011,"NL","FLO","FLA",5,162,625,5508,1358,149
"2681",2681,2011,"NL","ARI","ARI",1,162,731,5421,1357,172
"2682",2682,2011,"NL","SFN","SFG",2,162,570,5486,1327,121
"2683",2683,2011,"NL","LAN","LAD",3,161,644,5436,1395,117
"2684",2684,2011,"NL","COL","COL",4,162,735,5544,1429,163
"2685",2685,2011,"NL","SDN","SDP",5,162,593,5417,1284,91
"2686",2686,2012,"AL","DET","DET",1,162,726,5476,1467,163
"2687",2687,2012,"AL","CHA","CHW",2,162,748,5518,1409,211
"2688",2688,2012,"AL","KCA","KCR",3,162,676,5636,1492,131
"2689",2689,2012,"AL","CLE","CLE",4,162,667,5525,1385,136
"2690",2690,2012,"AL","MIN","MIN",5,162,701,5562,1448,131
"2691",2691,2012,"AL","NYA","NYY",1,162,804,5524,1462,245
"2692",2692,2012,"AL","BAL","BAL",2,162,712,5560,1375,214
"2693",2693,2012,"AL","TBA","TBD",3,162,697,5398,1293,175
"2694",2694,2012,"AL","TOR","TOR",4,162,716,5487,1346,198
"2695",2695,2012,"AL","BOS","BOS",5,162,734,5604,1459,165
"2696",2696,2012,"AL","OAK","OAK",1,162,713,5527,1315,195
"2697",2697,2012,"AL","TEX","TEX",2,162,808,5590,1526,200
"2698",2698,2012,"AL","LAA","ANA",3,162,767,5536,1518,187
"2699",2699,2012,"AL","SEA","SEA",4,162,619,5494,1285,149
"2700",2700,2012,"NL","CIN","CIN",1,162,669,5477,1377,172
"2701",2701,2012,"NL","SLN","STL",2,162,765,5622,1526,159
"2702",2702,2012,"NL","MIL","MIL",3,162,776,5557,1442,202
"2703",2703,2012,"NL","PIT","PIT",4,162,651,5412,1313,170
"2704",2704,2012,"NL","CHN","CHC",5,162,613,5411,1297,137
"2705",2705,2012,"NL","HOU","HOU",6,162,583,5407,1276,146
"2706",2706,2012,"NL","WAS","WSN",1,162,731,5615,1468,194
"2707",2707,2012,"NL","ATL","ATL",2,162,700,5425,1341,149
"2708",2708,2012,"NL","PHI","PHI",3,162,684,5544,1414,158
"2709",2709,2012,"NL","NYN","NYM",4,162,650,5450,1357,139
"2710",2710,2012,"NL","MIA","FLA",5,162,609,5437,1327,137
"2711",2711,2012,"NL","SFN","SFG",1,162,718,5558,1495,103
"2712",2712,2012,"NL","LAN","LAD",2,162,637,5438,1369,116
"2713",2713,2012,"NL","ARI","ARI",3,162,734,5462,1416,165
"2714",2714,2012,"NL","SDN","SDP",4,162,651,5422,1339,121
"2715",2715,2012,"NL","COL","COL",5,162,758,5577,1526,166
"2716",2716,2013,"AL","DET","DET",1,162,796,5735,1625,176
"2717",2717,2013,"AL","CLE","CLE",2,162,745,5465,1391,171
"2718",2718,2013,"AL","KCA","KCR",3,162,648,5549,1443,112
"2719",2719,2013,"AL","MIN","MIN",4,162,614,5564,1346,151
"2720",2720,2013,"AL","CHA","CHW",5,162,598,5563,1385,148
"2721",2721,2013,"AL","BOS","BOS",1,162,853,5651,1566,178
"2722",2722,2013,"AL","TBA","TBD",2,163,700,5538,1421,165
"2723",2723,2013,"AL","BAL","BAL",3,162,745,5620,1460,212
"2724",2724,2013,"AL","NYA","NYY",4,162,650,5449,1321,144
"2725",2725,2013,"AL","TOR","TOR",5,162,712,5537,1398,185
"2726",2726,2013,"AL","OAK","OAK",1,162,767,5521,1403,186
"2727",2727,2013,"AL","TEX","TEX",2,163,730,5585,1465,176
"2728",2728,2013,"AL","LAA","ANA",3,162,733,5588,1476,164
"2729",2729,2013,"AL","SEA","SEA",4,162,624,5558,1318,188
"2730",2730,2013,"AL","HOU","HOU",5,162,610,5457,1307,148
"2731",2731,2013,"NL","SLN","STL",1,162,783,5557,1494,125
"2732",2732,2013,"NL","PIT","PIT",2,162,634,5486,1345,161
"2733",2733,2013,"NL","CIN","CIN",3,162,698,5499,1370,155
"2734",2734,2013,"NL","MIL","MIL",4,162,640,5474,1381,157
"2735",2735,2013,"NL","CHN","CHC",5,162,602,5498,1307,172
"2736",2736,2013,"NL","ATL","ATL",1,162,688,5441,1354,181
"2737",2737,2013,"NL","WAS","WSN",2,162,656,5436,1365,161
"2738",2738,2013,"NL","NYN","NYM",4,162,619,5559,1318,130
"2739",2739,2013,"NL","PHI","PHI",4,162,610,5456,1355,140
"2740",2740,2013,"NL","MIA","FLA",5,162,513,5449,1257,95
"2741",2741,2013,"NL","LAN","LAD",1,162,649,5491,1447,138
"2742",2742,2013,"NL","ARI","ARI",2,162,685,5676,1468,130
"2743",2743,2013,"NL","SDN","SDP",3,162,618,5517,1349,146
"2744",2744,2013,"NL","SFN","SFG",4,162,629,5552,1446,107
"2745",2745,2013,"NL","COL","COL",5,162,706,5599,1511,159
